City_ID,City,Country,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Current Description
701,Raahe,FI,64.6833,24.4833,21.29,68,95,9.01,overcast clouds
702,Ouesso,CG,1.6136,16.0517,70.66,98,79,1.81,light rain
703,Beisfjord,NO,68.3751,17.5988,36.25,85,82,5.79,light rain
704,Pangody,RU,65.85,74.4859,32.81,93,100,15.14,overcast clouds
705,Prieska,ZA,-29.6641,22.7474,53.8,55,4,4.9,clear sky
706,Bell Ville,AR,-32.6259,-62.6887,69.8,25,21,12.15,few clouds
707,Thunder Bay,CA,48.4001,-89.3168,47.55,64,75,10.36,broken clouds
708,San Andres,CO,12.5847,-81.7006,86.02,74,90,4.61,overcast clouds
709,Labuhan,ID,-6.8844,112.2051,78.93,81,84,7.52,broken clouds
710,Aranos,NA,-24.1333,19.1167,57.36,56,0,21.47,clear sky
711,Sikasso,ML,10.9167,-7.0,79.02,70,99,1.52,overcast clouds
712,Segou,ML,13.4317,-6.2157,83.7,54,100,7.31,overcast clouds
713,Ulladulla,AU,-35.35,150.4667,63.77,75,94,8.39,overcast clouds
714,Kondinskoye,RU,59.6481,67.41,39.92,76,53,15.68,broken clouds
715,Laurinburg,US,34.7741,-79.4628,75.24,47,1,5.75,clear sky
